e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21,e22,e23,e24,e25,e26,e27,e28,e29,e30,e31,e32,e33,e34,e35,e36,e37,e38,e39,e40,e41,e42,e43,e44,e45,e46,e47,e48,e49,e50,e51,e52,e53,e54,e55,e56,e57,e58,e59,e60,e61,e62,e63,e64,e65,e66,e67,e68,e69,e70,e71,e72,e73,e74,e75,e76,e77,e78,e79,e80,e81,e82,e83,e84,e85,e86,e87,e88,e89,e90,e91,e92,e93,e94,e95,e96,e97,e98,e99,e100,e101,e102,e103,e104,e105,e106,e107,e108,e109,e110,e111,e112,e113,e114,e115,e116,e117,e118,e119,e120,e121,e122,Categories
numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
-2.004062757,-1.17407907,1.393463437,0.981451002,0.40117319,-1.015405479,0.084546788,-0.802102159,-0.659578357,-0.979637513,-0.035223036,0.530995411,0.866103533,-0.093103376,-0.082928367,0.074588769,-0.066012722,0.082234913,0.218329803,0.152412489,0.201019396,-0.216111028,0.258001586,0.29308962,-0.050444936,0.083524911,-0.256941849,-0.265973809,-0.145858501,-0.060470083,-0.130034616,0.343039608,-0.109003044,-0.296621304,-0.331112542,0.240153038,0.051236503,0.116277039,-0.020726885,0.111520624,-0.115761062,0.121547709,0.008876651,-0.053810801,-0.179048892,-0.037234974,0.006493594,-0.165108527,-0.082189913,-0.095963252,0.036890509,0.10875714,0.073489113,0.023188366,-0.122833724,0.202781158,-0.072998716,0.002072551,-0.037583795,-0.050123678,-0.126364673,-0.141002845,0.140689142,-0.282769771,0.11271123,0.085405939,-0.026176152,-0.017270856,-0.055363193,0.132146676,-0.120381037,-0.091158191,-0.00722566,-0.085234948,0.054938986,0.0759476,0.0943136,-0.021094815,-0.031268399,-0.014413149,0.101152958,0.010545364,-0.044385268,0.018307738,-0.152112677,-0.004830197,0.085280806,-0.056389994,0.137231636,0.061636736,-0.108777832,0.038343831,0.081941547,0.08346068,-0.099124591,-0.12733058,-0.048363525,0.005778225,0.072412269,0.01370937,0.013409948,0.077128051,-0.017687083,-0.02693759,0.088560722,0.049819276,0.010227865,0.017762451,-0.018489225,-0.00812491,-0.006126279,0.001411272,-0.058117202,0.051988759,0.003790663,0.035718421,0.023761079,0.024664995,0.022750797,0.0136919,0.049226815,-0.008100269,1.21E-15,0
-2.308012744,-0.153041225,1.281913308,-0.07342773,-1.111406811,0.521655134,-0.863733689,-0.627606236,0.976250025,-0.440980208,0.160263159,0.292253146,-0.069629044,0.237685051,0.157781539,0.231985383,0.063562395,0.26008157,-0.126190031,-0.095939752,-0.172371637,0.182921296,0.037643692,0.096421653,-0.344090992,0.008339616,0.056183006,0.244129977,-0.293869673,0.038305079,0.119421374,-0.010669281,0.011846277,0.021349665,0.281907595,-0.396269544,0.324820611,0.194396963,-0.050152707,-0.020688958,0.102877543,0.40078889,-0.171249884,-0.048076344,0.094290649,0.180940736,0.024779388,0.274974302,0.095864321,-0.090822082,0.054168293,-0.125737241,0.068107901,-0.168294016,0.115953079,0.112725825,-0.111946343,-0.241585473,-0.002237867,-0.081773031,-0.162529942,0.109524822,-0.115117284,-0.017770074,-0.014088091,0.094697321,-0.171945989,-0.119627694,0.025544087,-0.041024719,0.036853967,0.023006892,0.040333405,-0.034004693,0.014197451,-0.061182913,0.11807965,0.221198056,-0.119101309,0.037349013,0.040036563,0.125091314,-0.115927905,0.008126986,-0.099357985,-0.068881488,-0.09914916,0.072806394,0.033512426,-0.113487771,0.01685488,-0.056711572,-0.082404876,0.054405859,-0.038749591,-0.021470257,-0.032133783,0.011842191,-0.064155043,-0.010867799,-0.050579212,0.047913212,-0.023012489,-0.00622559,-0.034931604,0.039111843,0.049108758,0.044212395,0.059335876,0.08882649,0.017803492,0.010465762,-0.001543038,0.072522597,-0.023804718,-0.05551639,0.030913468,-0.008173753,-0.007519201,0.02152791,-0.010730653,0.035343906,1.46E-15,0
-1.265277065,-1.684293355,1.528545112,1.330335271,0.538361129,-1.080363135,-0.284632849,-0.689151813,-1.088877311,-1.123052894,-0.124795708,0.581509677,0.791079547,-0.20016058,-0.135761505,-0.285620545,-0.525443131,-0.24636382,0.188577503,-0.257046836,0.036098475,-0.21729285,0.340315071,0.337890563,-0.199974508,0.295804393,-0.543597627,-0.209624557,-0.454002033,-0.160964011,-0.153324669,0.50743478,-0.073185618,-0.420005236,-0.234746648,0.043259539,-0.235662726,0.056876961,-0.196369477,0.10365892,-0.258802826,0.121907999,0.092570314,-0.102663276,-0.083750493,-0.021783908,-0.114290825,-0.305933594,0.150549453,-0.117844114,0.034000842,-0.042860297,0.185198659,0.032044751,-0.116252092,-0.038551534,-0.030901401,0.026193613,-0.141182818,0.013294587,-0.044391961,0.076412702,-0.02674217,0.103014052,0.097028668,0.038024952,0.048600275,-0.034657467,0.011469219,-0.005638639,-0.002816417,0.030140259,0.022162921,-0.093501522,0.070863702,-0.026339095,0.00604201,-0.027215844,-0.001392022,0.119078659,-0.020036758,0.069850883,0.048399473,-0.0304043,-0.022811269,-0.046481433,0.03043063,0.128418773,-0.090340761,-0.06988334,0.104494147,0.014049793,-0.040258558,-0.028993891,0.054250826,0.113759974,0.0397715,-0.008260242,-0.049879348,0.010941708,-0.044819934,-0.07561169,0.036764194,0.023705384,-0.074462125,-0.032012301,-0.009171335,-0.027390095,0.053842866,-0.022892421,0.044300343,-0.02260206,0.065036935,-0.058347665,-0.013737864,-0.031979089,-0.004136178,-0.001989489,-0.027287551,-0.013495396,-0.052266245,-0.005443668,4.58E-16,0
-3.752831944,0.033315184,0.501788283,0.025809247,0.309792009,-0.207318927,0.31056863,0.34799865,0.392388093,-0.286651819,-0.185378517,-0.256580465,0.351048481,0.399786425,-0.136660203,0.160895908,-0.097106411,-0.295861995,-0.048543051,0.06298392,-0.365655511,-0.054674349,-0.060623432,0.469947579,-0.082967781,0.07107968,-0.011277669,-0.163915094,0.102272293,-0.073924699,0.138365066,-0.069013689,0.0779796,-0.250456313,0.159661484,-0.173246701,-0.044537598,0.030182318,0.009017775,-0.036506372,0.015136996,0.151212588,-0.241471096,-0.026680596,-0.064033049,-0.147683654,-0.06421515,0.07369958,-0.133237871,0.0107313,-0.030941316,0.044092577,0.186288965,-0.145125611,0.000736636,-0.122660383,-0.106572431,0.093255593,0.21600424,0.043113519,-0.093638738,-0.004075424,0.169688111,-0.00178094,-0.070004522,-0.06398889,-0.007775209,0.031275375,0.0799629,-0.063495422,-0.187354454,-0.022942382,-0.062167488,0.018215258,0.077982756,-0.054131343,-0.073828273,-0.088578845,0.036070258,-0.019324928,-0.023906196,0.054091823,-0.111243182,0.010149563,0.014857458,0.089544621,-0.100726502,0.004421198,-0.049840234,-0.081320151,-0.10720283,-0.088298227,0.0660503,0.016889008,0.131369103,-0.134148321,0.035249992,-0.058985474,-0.027447643,-0.041020294,0.037722362,-0.06897658,0.00670945,-0.151421871,-0.067740556,-0.046621116,0.088941705,-0.043134981,0.012104701,0.058574753,-0.030011021,0.064919424,0.0396499,-0.033534593,-0.013583342,0.086767188,-0.049032177,0.012833707,-0.017670168,-0.031609007,0.028496593,-0.004885837,1.26E-15,0
-3.821146449,0.703617962,0.282435749,-0.247709319,0.108842897,-0.423338039,0.306292489,0.142390437,0.230851564,-0.182349709,0.101004786,-0.17804709,0.113166878,0.240443326,-0.080808551,0.193101166,-0.026561722,0.012246129,-0.003189077,-0.189256509,0.041242881,0.125120088,0.072810308,0.13893735,-0.096020298,-0.171120552,0.034010015,-0.033893914,-0.016665113,-0.062017873,-0.014716109,-0.075854232,0.22184385,-0.003996882,0.083639656,-0.15331276,0.043572106,0.260606195,-0.018252948,-0.183021352,-0.116202367,0.189548242,-0.12172354,-0.009120013,-0.021479733,0.073782244,-0.11097211,0.044267478,-0.188577822,0.06588561,-0.054580925,-0.018232108,0.035410287,-0.019862119,-0.079310945,-0.047587633,-0.095269883,0.003979302,0.080292684,0.1144842,-0.017531427,-0.019537134,0.189362244,0.079247919,-0.080226308,0.022978841,0.076261233,-0.068784929,-0.064686566,0.029417188,-0.078013124,-0.03581906,0.060048807,0.106385895,-0.075613184,-0.093569693,0.006769283,-0.077068164,0.050159019,-0.032484977,-0.00575142,-0.01605827,-0.087081756,0.020249667,-0.05584641,0.079592664,-0.004309153,0.070479743,0.01633226,-0.093808685,-0.049054128,-0.037123495,0.009950603,0.032779369,-0.006992229,0.004082142,0.0917583,-0.001061896,0.076396902,0.01288311,0.004808928,0.020045997,0.180815767,0.061604691,0.005156529,-0.01848505,-0.081361446,-0.00135821,-0.107639242,-0.090193488,-0.053836193,-0.031543638,-0.042138763,-0.035002939,0.03206031,-0.147243403,0.004973553,-0.006581152,0.000697302,-0.01387468,0.025211632,0.07854363,1.23E-15,0
-1.97157757,0.027591306,0.762930997,0.745391078,-0.059114406,-0.408189072,0.604601076,0.084550083,-0.15139594,-0.256634542,0.196791393,0.350022189,-0.295294863,0.210068489,0.272205801,-0.077701129,0.044002785,0.035492445,0.197456752,0.11036076,0.025338162,0.104141189,0.023411092,-0.04284739,0.165129255,-0.239799616,-0.508386272,0.017971949,-0.124309577,0.102872385,0.167282088,-0.244249314,-0.029843208,-0.044665854,0.318173248,-0.304208815,0.540048773,0.150166044,-0.114895013,-0.258652033,-0.083884809,0.003662589,-0.04577309,-0.058037207,-0.333855412,-0.142775753,-0.029892595,0.148326872,-0.073393174,-0.01478981,0.151023473,-0.199401701,-0.172123817,0.055186273,-0.050445306,-0.007065198,-0.007393617,-0.349273205,0.015941794,0.085039786,0.018363068,-0.04186644,0.063006392,-0.166338139,0.04038495,0.015431399,0.160552501,0.098099284,0.115809008,0.054724839,0.161014858,0.002357672,-0.156343616,0.038084835,0.082301341,0.023538203,-0.110765809,0.055154571,0.069818488,0.031540357,-0.070740274,-0.111192674,0.015967254,-0.07978649,-0.071512274,-0.038237725,0.112205973,0.07598748,0.055542451,0.090804165,-0.108171589,-0.015534176,-0.005690628,-0.03776963,0.097540488,0.017660496,0.044058354,0.050556873,-0.03754763,-0.090773526,0.065882624,-0.037948077,-0.006629718,0.107412042,0.071804368,-0.009870619,0.089384852,0.042447607,0.001993675,0.002079938,-0.035256914,-0.012681847,0.060709621,-0.042560381,0.027324759,0.014096629,0.009022374,-0.045636939,0.003368837,0.028600705,-0.017724019,-0.017020513,1.22E-15,0
-0.186922871,-0.120568162,0.375622179,1.809295828,-0.863664188,-0.567196349,0.055661724,0.93651832,1.017031704,0.540990921,0.248260457,-0.304873101,0.274984232,0.170171591,-0.12197645,0.196767988,-0.016498466,-0.211892819,0.152229196,-0.124201226,0.450901598,0.441313307,0.34094406,-0.29557698,0.083805667,0.142549358,0.018550561,0.104634359,0.274892255,0.070283299,-0.325619074,0.194075884,0.118903225,0.28438564,-0.023735323,0.239380252,0.556381178,0.245111173,0.523513438,-0.00541332,-0.316176146,-0.084616832,-0.173172735,0.154154742,-0.1555782,-0.022288852,0.082611936,-0.122311539,0.154505158,0.018029922,0.180919448,-0.020405059,0.142853131,-0.217632707,0.120621228,0.034772634,0.102146673,0.102759475,-0.076839852,0.225080873,-0.029916843,-0.090081001,0.116446062,0.104330626,0.127495802,-0.09356632,0.012372728,-0.131886477,0.018938831,0.037819242,-0.145607781,0.207848108,-0.011934679,-0.022662613,0.09430558,0.024761624,-0.07646334,-0.12004956,-0.098351707,0.061638412,0.135371937,0.016687916,0.042008486,0.049215085,0.158995316,-0.040946779,0.031384746,0.035144963,0.004784748,0.007585008,0.006898598,-0.007849132,-0.072645211,-0.018211206,0.000162645,0.003637002,-0.041442316,-0.051110205,0.062556499,-0.020991952,0.032453618,-0.024357403,0.022879502,0.002949826,0.012056128,0.116934863,-0.024566639,0.017797608,0.050812562,0.036219849,-0.016306793,-0.029051356,0.061707809,0.024200712,-0.006269482,-0.011481474,-0.030763714,-0.019766448,0.001028474,0.005144609,0.021172589,0.002960265,1.26E-15,0
0.855531074,1.455014004,0.153822352,1.362142092,-1.08732061,-0.060708947,0.110048759,0.339582219,-0.154393862,0.689301076,0.232456163,0.011317749,0.446584415,-0.305620085,0.164421554,-0.16008078,0.598633784,-0.269384985,0.4336691,-0.231757527,0.625821393,-0.004026548,0.899385881,0.143330736,0.276505847,0.321613185,-0.080244477,0.119860881,0.438569987,-0.059171635,-0.13072361,-0.091669237,-0.040666583,-0.115352065,0.466173427,0.066888959,0.140906798,-0.08032593,-0.105755251,-0.132911382,-0.20018605,0.127388242,-0.043043229,0.142476429,0.007055086,0.082409352,0.069501585,-0.136002178,0.10227653,0.162320019,0.198601644,0.078178033,-0.04550359,-0.120238568,-0.060329812,-0.060336332,0.118004493,-0.062264779,0.006249537,0.083613071,0.135769059,0.072532419,-0.052329731,0.062883483,0.13182505,0.030163443,0.005608797,0.226029862,0.069742418,-0.052045038,0.059318221,-0.11891131,-0.201579433,-0.046613507,-0.200700961,-0.068521024,0.025767254,-0.030328078,0.198712701,0.011473559,0.137734191,0.110816544,0.040813874,-0.046160116,-0.035803067,-0.052531491,-0.01745426,-0.104678386,-0.027562075,-0.037699935,0.041713668,-0.097028284,0.094635506,0.07168239,-0.093555129,-0.037052785,0.109171966,0.036108635,-0.03208372,0.012349695,-0.094637856,0.006469802,-0.030555522,-0.020053361,-0.026139862,-0.049591497,0.006629415,0.011633473,-0.032056946,0.00846661,0.011160711,0.015279901,-0.018580403,0.011859318,-0.011670641,0.013449873,0.02628538,0.010934241,-0.009871779,0.00413738,-0.01788744,0.025925562,1.20E-15,1
-0.240441923,1.565086136,0.143815831,2.766081959,-1.271562469,0.334124588,0.206686785,0.146155398,-0.317100455,0.36619283,0.208979111,-0.005132015,-0.027708442,-0.763087409,-0.129113913,0.222832694,0.118895751,-0.100159955,0.741440253,-0.037208458,0.273410931,-0.251961534,0.128655966,-0.409402443,0.440676465,0.198321898,-0.635437403,0.164832155,-0.167795691,0.042351634,0.411560269,0.26844006,0.138605029,0.327426071,0.324310016,0.075947829,-0.254919193,0.057817002,-0.175495863,0.138346876,0.034774192,0.035661281,-0.15855154,-0.212801485,0.202743358,-0.006449941,0.337334612,0.057703674,0.058792599,0.029637127,-0.158133272,-0.008143905,-0.028036474,0.225231922,-0.358538452,0.050898932,0.01992791,-0.139118448,0.282787335,-0.23045702,0.09554524,-0.03790368,-0.037259892,-0.003788956,-0.167058905,-0.065906048,0.171702221,0.052572249,-0.200189776,-0.022857616,-0.072333847,-0.073597464,0.054694805,0.068853895,0.055479449,-0.107156014,0.104172204,0.040346366,-0.108783683,-0.007356116,-0.046676646,0.018746663,0.028505927,0.136769924,0.078906047,0.079273429,-0.048417252,0.02167544,0.09868563,-0.016551295,-0.023873911,-0.020052661,-0.057611726,0.011713439,0.024924089,0.068411531,-0.028588994,-0.004688112,0.043304478,-0.029542776,-0.010999448,-0.047076084,0.034740134,-0.033772453,0.0508978,0.008151926,-0.020065134,-0.010673986,0.017893962,0.027624925,-0.007161933,0.004732989,0.036724176,0.017639734,-0.001657236,0.017297385,0.002849637,0.019561402,-0.001426938,-0.008448638,0.00901083,-0.001011219,1.00E-15,1
-1.977624574,-0.557147215,1.285903004,0.962480389,0.59880004,-0.707894645,-0.569173634,-0.040493172,-0.272292271,-0.640514186,0.022287796,0.026206136,0.274252559,-0.085945378,0.253100348,-0.134259766,0.212206484,0.123253103,-0.260727786,-0.101303139,0.098702678,0.332471317,0.022386697,0.140090491,-0.311260537,0.060024634,-0.107221188,0.080590058,0.191271183,-0.077014045,0.147552019,-0.193054901,0.091645948,-0.115877515,0.321509653,-0.114169112,0.23024511,0.010748133,-0.172377462,0.081276541,0.079454392,0.161094449,-0.075071171,-0.143992396,-0.075407058,-0.120247408,-0.002457818,-0.130429053,0.02910057,0.081304532,0.019167229,-0.271169502,-0.292330427,0.003704547,0.094116861,-0.095416803,0.034530724,-0.054324613,-0.257494872,-0.05259655,0.188057666,-0.125756073,0.015612589,0.110800909,-0.06261287,0.07278215,0.116410988,-0.031487946,-0.06720535,0.102821819,-0.115686425,-0.053389954,0.120349644,-0.038180204,-0.070227671,-0.065914057,0.04270698,-0.018799514,-0.003850734,0.039660213,-0.123324408,-0.080264874,-0.016538686,-0.037124622,0.086094978,-0.040066299,-0.241260032,-0.058689409,-0.052002737,0.024508487,0.115248754,-0.091850247,-0.013751146,0.000382982,-0.024773377,0.014268015,0.0134189,-0.007527411,0.014986681,0.127373904,0.094369803,-0.001089917,-0.012134773,0.036406552,0.040885739,0.053640624,-0.000226964,0.049950481,0.018328408,-0.03979782,0.06478689,0.057196176,-0.07557797,-0.00674192,0.024664624,0.033871958,-0.076529415,-0.009757899,0.001186498,0.000292757,0.04149292,-0.04133942,1.23E-15,0
-1.000253235,0.170461962,1.607863337,0.485098902,0.220120687,1.273662612,-0.606644389,-0.208958793,-0.222113886,-0.295355587,0.788173271,-0.098649671,-0.482650558,-0.166980143,-0.001268941,0.115979769,-0.051639418,0.263387572,0.403587012,0.436911526,-0.463539251,-0.514554822,0.40904928,0.541082137,-0.235605422,0.040006676,0.366113956,-0.040725289,0.399904695,0.288719317,-0.176292691,-0.048728082,0.076189112,-0.304618853,-0.391780071,0.038254585,0.071428187,0.114181189,-0.152643194,0.141755428,0.27316026,-0.244737871,-0.286151022,-0.234536043,-0.205356239,-0.102105329,0.215970641,-0.133226501,0.314189868,-0.440309611,0.162605808,0.052368064,-0.265253756,0.174971383,0.191599509,0.290764902,-0.047244068,0.02114313,0.061849862,0.082834858,0.101533721,0.01885799,0.062678815,0.067879369,-0.106347174,-0.252954243,-0.053872744,-0.04341259,0.123917663,-0.098092993,-0.047092373,0.039204927,-0.022633081,0.08168381,-0.090406392,0.032288819,-0.038714374,-0.038557446,-0.00783506,-0.083394966,0.056729931,-0.032377851,0.049941024,-0.062353925,0.022583839,0.007586097,-0.018288618,0.018500057,0.03640327,0.003663567,0.060363266,-0.117664864,-0.033938424,0.028072349,0.106248517,0.041308972,-0.009030313,0.027562317,-0.006499846,0.01112445,-0.055409383,0.047363107,0.037679936,-0.003423189,0.074118359,-0.049517791,-0.037994661,-0.012837329,0.014881656,0.031504108,-0.028183982,-7.90E-05,-0.007235652,-0.002296261,0.007219783,-0.00423621,0.018765934,0.010477033,0.030845583,-0.001149348,-0.009552025,0.003443194,1.07E-15,0
-1.099739948,1.42442341,0.013301944,0.047854782,0.287171411,0.788872858,0.154464579,-0.221656164,-0.030794079,0.098612413,0.051927182,-0.370654781,-0.010217968,-0.227065995,-0.102631162,0.227318057,-0.1170107,-0.065787899,0.390406647,-0.100188855,-0.13220172,-0.260407757,-0.160538966,0.096839987,0.099173925,-0.09069773,-0.134309412,-0.272098148,-0.078517559,-0.04963832,0.274288859,-0.046204893,0.246725318,0.029933293,-0.267204896,-0.145353877,0.120546947,-0.127883161,-0.03271678,-0.006117025,0.295755681,0.113371488,0.293554988,-0.149378393,0.048489107,0.104079968,0.077017018,-0.081113756,-0.099542212,0.071892734,-0.011912437,0.109881477,0.130356828,-0.021538863,0.043965672,-0.046132117,0.1361268,-0.010688443,-0.151428406,-0.145360396,0.02905709,-0.143306848,0.054293179,0.159096659,0.03657105,-0.218044185,0.102095264,-0.002213388,0.092407707,0.011272286,0.061630666,-0.196819249,0.203696324,-0.103516435,0.023617952,-0.119656624,-0.031526734,-0.00064396,0.161543481,0.107271474,-0.07008674,-0.033891124,0.076257488,-0.03483795,-0.044220228,-0.166427274,0.12093826,-0.080935162,-0.01277059,0.021648902,0.100051121,-0.040744267,-0.017162498,-0.0823715,-0.04805425,-0.100000928,-0.103075639,0.030454665,0.009347225,0.057465767,0.021632391,-0.002974404,0.061712462,-0.032929642,-0.06052067,0.06866339,0.049116471,0.040456374,-0.023776759,0.07886907,-0.12032961,-0.026747682,0.030850593,0.000290801,-0.026714331,-0.009016071,-0.015979517,-0.011036127,0.029481221,0.002631437,-0.001015509,0.039083785,1.18E-15,0
-2.073065539,1.301087136,0.381040792,-0.529030142,0.402990019,0.247663472,0.09851625,-0.0877298,0.246847053,-0.133001945,-0.242276632,-0.199972813,0.019568625,-0.004970633,0.055657993,0.196572141,-0.248649447,-0.050978422,0.348939418,0.045012542,-0.063990469,-0.064362172,0.179718269,-0.12722399,0.029656841,0.093259018,0.028573322,0.135746867,-0.241227395,-0.050412585,0.185391769,-0.191367524,0.013890493,-0.042611728,-0.235871392,-0.104872938,-0.095592758,-0.10311256,-0.044095819,0.082749947,0.041298022,-0.240219964,-0.048147314,-0.209088688,0.032472735,0.113671849,-0.065445537,-0.007148164,-0.090380375,0.021528006,0.122250261,-0.049081775,0.048892208,0.17180699,-0.021514702,-0.081568015,0.069346222,-0.051674614,0.03039653,0.230239237,0.15668406,-0.078681244,-0.136485074,0.012046717,0.051543889,-0.01218585,0.015036671,-0.142049176,-0.01718455,0.100210318,0.037593902,0.026735636,-0.084339346,0.054782013,0.064699006,0.132874927,0.023964903,-0.07667635,0.026022344,-0.015553358,0.003932191,0.117541531,-0.04691191,-0.07287235,0.016849409,0.021876439,-0.018474205,-0.025340703,-0.015344299,-0.018576521,0.056746626,0.02254749,0.011852558,0.063811129,-0.155490334,0.070609202,-0.035250778,-0.061776124,0.046356265,-0.068081788,0.031512374,-0.040604063,-0.034371016,-0.034335921,-0.088201685,-0.043231935,0.008542158,0.057782629,-0.033315164,0.076194641,-0.028353783,0.075398655,0.028397579,-0.0280359,0.136178287,-0.065804125,0.032382488,0.046056192,-0.00543101,0.069611917,0.048404279,-0.064829882,1.53E-15,0
-1.369685719,-1.295855753,-0.812069897,0.511365312,-0.218418739,1.363448259,1.089459911,-1.266051017,0.527290095,-0.457315865,-0.702010186,0.317468516,-0.014465626,-0.436600238,0.004144327,-0.394012008,0.74439932,-0.31561493,0.091386178,0.754067007,-0.112874682,-0.458417723,-0.302694929,-0.270726517,-0.08543907,0.072503507,0.318928357,-0.086426943,-0.150143388,-0.513030391,-0.570410046,0.401764678,0.180032344,-0.306081524,0.224284488,0.299202529,-0.123590384,-0.253455458,-0.15900017,-0.397074687,0.156942085,-0.076563604,0.166906988,0.017090794,0.018530748,-0.087629634,-0.091226484,0.091327415,-0.000531799,0.359955818,0.161747596,0.061669176,0.197551539,0.100905228,0.071460588,0.05251201,0.065399453,-0.083909894,0.309051698,0.288915738,-0.091435125,0.026277103,0.048219648,-0.000772235,0.010487087,0.044761921,0.023447684,0.049617203,0.136785707,-0.07807906,0.038473313,-0.022955069,-0.006960865,-0.070343343,0.034091231,-0.043745556,0.086515304,-0.086329321,-0.001976613,-0.051650274,0.003091724,-0.178423408,-0.0792225,0.081435456,0.05800765,-0.017019968,-0.066797657,0.000646772,-0.004690659,0.017477684,-0.019733005,-0.087470326,-0.035321347,-0.028175485,-0.054298055,0.043440909,-0.04481868,0.005748832,-0.052761499,0.040422046,0.038043666,0.017146738,0.012166031,0.048403914,0.009184324,0.017772739,-0.031860787,0.021324345,0.058701337,0.01792803,-0.006818741,-0.003865466,0.000851596,0.022141114,0.023695431,-0.015094352,-0.00955012,-0.00403628,-0.010907299,-0.012379195,-0.001280873,-0.004326482,1.26E-15,0
2.029015581,0.029275494,1.540873739,2.364383737,1.879090727,0.729355504,-1.005799108,0.178880344,-0.929641481,0.363573211,0.374445074,-0.0387319,0.106280426,0.3111426,-0.115084049,-0.148789031,0.466283096,0.466593555,-0.86709259,0.30513776,0.384892156,0.025818674,0.238947388,-0.483352258,-0.461722383,-0.300883311,0.456584889,-0.022252634,-0.561888407,0.379989201,-0.15616673,-0.037495342,0.214289987,0.294938921,-0.075353655,-0.397117756,-0.22798486,0.083500819,-0.450982855,-0.259092363,0.121197893,0.193891923,-0.217282935,0.182068508,0.09132196,-0.07851592,-0.168953276,-0.11365769,0.110388865,-0.16637432,-0.024828011,0.108832001,0.080475765,-0.025551399,-0.230290362,0.03600364,0.403771674,-0.066499188,-0.045322219,0.188117653,-0.044153176,-0.008385029,0.012939181,0.167554931,-0.191192931,-0.045014307,-0.058624888,0.112924796,-0.124386231,0.063908295,-0.105633837,-0.082219212,-0.093239777,0.02256598,0.049668472,0.0445552,-0.046364138,0.061415846,-0.000443817,-0.022890831,0.060561186,0.005535953,-0.011914982,0.025202037,0.018458922,-0.018944772,0.056417447,-0.013230446,-0.057980614,0.065971876,-0.060539164,0.039575275,0.041224365,-0.02793399,0.015495758,-0.048941033,-0.028302881,0.008981932,-0.01059258,-0.016492543,0.011495004,0.020669506,-0.004992201,-0.020816556,-0.029065933,0.027439921,-0.012863243,0.00457257,0.015646566,0.004343169,-0.02684935,0.013655713,-0.014637372,-0.009069865,-0.000656315,-0.012665547,-0.006008011,-0.011400281,-0.039284817,0.008486203,-0.014329158,-0.011523355,1.50E-15,1
0.103687324,1.306806343,0.105860335,0.361596664,0.393226553,0.242780424,0.580591745,0.455700026,-0.233491192,-0.187505649,0.052061898,0.128638729,0.318737985,0.441829283,-0.037784588,-0.144165584,-0.07233246,-0.019953447,0.284226074,-0.32430683,0.14082649,-0.073513852,-0.181503892,-0.030668937,-0.158833697,-0.00958921,-0.059150722,-0.059308739,0.152509883,-0.180079857,0.145339139,0.036857928,0.231296987,0.17148982,0.223548509,0.093806334,-0.352265576,-0.073375501,0.052714352,-0.087667806,-0.209624591,0.064457983,-0.009214851,-0.063603571,-0.32026959,-0.01719117,-0.044082041,-0.004178324,0.180851192,-0.081660246,0.202754237,-0.009899069,0.080155335,-0.015724118,0.065043989,0.066706379,0.057766835,0.045695714,-0.192076546,0.073169275,0.096078114,0.163789569,-0.084037332,-0.104814363,-0.124066748,-0.040097839,-0.155897227,-0.175099612,0.118637856,-0.030211505,0.067912106,0.025162662,-0.058953209,-0.009910767,-0.110276057,0.003148901,0.067601161,0.042151805,-0.161642644,0.042677432,-0.285390173,-0.014878266,-0.071321041,0.108883316,0.099817342,0.039283862,0.082253345,-0.199161266,0.05546966,-0.083610081,0.00046014,0.06761433,0.04805997,0.003732377,-0.022857988,-0.042327073,0.057772225,0.107291494,-0.021763511,-0.089502233,0.023122218,0.001056773,0.026843618,0.020676181,-0.038061988,0.038979125,-0.038541961,0.00830578,0.090587843,-0.005172279,-0.04290163,0.007132423,-0.050089723,-0.080642611,-0.01069713,0.034219361,0.028776207,0.018261883,0.03357631,0.012902987,0.01191046,0.02938977,1.33E-15,1
